Ticketid,Category,Subcategory_1,Subcategory_2,Subcategory_3
89759,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89761,Segnalazioni,Viabilità e traffico,Trasporto Pubblico,Fermate autobus
89765,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Pulizia strade
89773,Segnalazioni,Arredo urbano,Fontane,Danneggiate/incuria
89774,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89782,Richieste di informazioni,,,
89786,Segnalazioni,Degrado sociale,Segnalazioni,Bande giovanili
89796,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89797,Segnalazioni,Arredo urbano,Contenitori rifiuti,
89800,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
89803,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89809,Segnalazioni,,,
89810,Segnalazioni,Verde pubblico,Aree sgambatura cani,Richiesta
89812,Segnalazioni,,,
89823,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89824,Segnalazioni,Degrado urbano,Piazze/strade,Imbrattate
89826,Segnalazioni,,,
89827,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
89830,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
89832,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
89839,Segnalazioni,Arredo urbano,Segnaletica verticale non ai sensi del CdS,Danneggiata/imbrattata
89841,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
89842,Segnalazioni,Arredo urbano,Recinzioni in legno/rete,Danneggiate/incuria
89843,Segnalazioni,Arredo urbano,Contenitori rifiuti,
89846,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89849,Segnalazioni,Arredo urbano,Recinzioni in legno/rete,Danneggiate/incuria
89855,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
89856,Segnalazioni,,,
89858,Segnalazioni,Viabilità e traffico,Zone con restrizione alla circolazione,Violazione codice della strada
89861,Segnalazioni,Servizi comunali,Riscossione tributi,
89867,Segnalazioni,Arredo urbano,Contenitori rifiuti,
89870,Richieste di informazioni,,,
89874,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
89875,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89879,Segnalazioni,Attività produttive,AttivitÃ  commerciali,Abusivismo
89884,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
89885,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
89887,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Danneggiati
89897,Segnalazioni,Attività produttive,Manifestazioni,Mancato rispetto orari
89903,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89909,Segnalazioni,Degrado urbano,Cantieri edili,Abbandonati
89913,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
89917,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
89930,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89931,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
89936,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89937,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
89938,Segnalazioni,,,
89940,Segnalazioni,Degrado ambientale,Inquinamento acustico,Cantieri e attivitÃ  estrattive
89944,Richieste di informazioni,,,
89947,Segnalazioni,,,
89954,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
89955,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Danneggiata
89959,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89960,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
89966,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
89968,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
89969,Segnalazioni,Attività produttive,Pubblici esercizi,RumorositÃ 
89973,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89984,Segnalazioni,Degrado urbano,Piazze/strade,Dissestate
89988,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
89990,Segnalazioni,Attività produttive,Pubblici esercizi,IrregolaritÃ  dell'occupazione di suolo pubblico
89999,Segnalazioni,Attività produttive,Pubblici esercizi,Problemi igienico sanitari
90000,Segnalazioni,Attività produttive,Pubblici esercizi,Problemi igienico sanitari
90002,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da persone
90004,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Pulizia strade
90007,Segnalazioni,Degrado urbano,Piste ciclabili,Carenti
90009,Segnalazioni,Animali,Insetti,"Vespe, calabroni..."
90011,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
90037,Segnalazioni,,,
90044,Segnalazioni,Verde pubblico,Alberi/rami,Incuria
90045,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
90047,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,
90051,Segnalazioni,Viabilità e traffico,Trasporto Pubblico,Fermate autobus
90064,Segnalazioni,Microcriminalità,Truffe,
90068,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
90070,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
90071,Segnalazioni,Verde pubblico,Aree verdi,
90072,Segnalazioni,Verde pubblico,Aree verdi,
90073,Segnalazioni,Arredo urbano,Contenitori rifiuti,Danneggiati
90075,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
90076,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90081,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
90082,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
90084,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Richiesta variazione
90085,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Richiesta variazione
90092,Segnalazioni,Degrado urbano,Cantieri stradali,
90097,Segnalazioni,Arredo urbano,Contenitori rifiuti,Danneggiati
90098,Segnalazioni,Degrado ambientale,Inquinamento atmosferico,
90099,Segnalazioni,Servizi comunali,Altri servizi,
90100,Suggerimenti,,,
90103,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
90107,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Carenti
90109,Segnalazioni,Degrado urbano,Piste ciclabili,Imbrattate/sporche
90131,Segnalazioni,Arredo urbano,Recinzioni in legno/rete,
90134,Segnalazioni,Degrado sociale,Segnalazioni,Bande giovanili
90135,Richieste di informazioni,,,
90137,Segnalazioni,Attività produttive,AttivitÃ  commerciali,Abusivismo
90145,Segnalazioni,Attività produttive,Pubblici esercizi,Disturbo alla quiete pubblica per assembramento esterno
90146,Segnalazioni,Animali,Insetti,Zanzara tigre
90147,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
90148,Segnalazioni,Animali,Insetti,"Vespe, calabroni..."
90149,Segnalazioni,Verde pubblico,Alberi/rami,Danneggiati
90151,Segnalazioni,Animali,Insetti,Altri
90152,Richieste di informazioni,,,
90155,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90161,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
90162,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
90163,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
90165,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Danneggiati/manomessi
90167,Richieste di informazioni,,,
90171,Segnalazioni,Arredo urbano,Contenitori rifiuti,Danneggiati
90558,Segnalazioni,Degrado urbano,Cantieri edili,Inquinanti/rumorosi
90560,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
90561,Segnalazioni,Degrado urbano,Cantieri edili,Abusivi
90562,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90564,Segnalazioni,Verde pubblico,Vegetazione spontanea,
90565,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
90567,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
90570,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
90571,Segnalazioni,Attività produttive,AttivitÃ  commerciali,IrregolaritÃ  dell'occupazione di suolo pubblico
90573, l'attraversamento della strada nella mappa Ã¨ molto disconnesso.,Segnalazioni,Degrado urbano,Piste ciclabili
90574,Segnalazioni,Degrado ambientale,Inquinamento acustico,
90581,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90584,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90585,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da piccioni
90586,Segnalazioni,Animali,Cani,Presenze
90598,Segnalazioni,Attività produttive,AttivitÃ  commerciali,IrregolaritÃ  dell'occupazione di suolo pubblico
90600,Richieste di informazioni,,,
90605,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
90607,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Discarica abusiva
90608,Segnalazioni,Attività produttive,Manifestazioni,
90623,Segnalazioni,,,
90627,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
90628,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
90636,Segnalazioni,Verde privato,Aree verdi,Incuria
90648,Segnalazioni,Degrado urbano,Cantieri edili,Abbandonati
90650,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Carenti
90652,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90655,Segnalazioni,Microcriminalità,Comportamenti sanzionabili,
90660,Segnalazioni,Attività produttive,Manifestazioni,
90665,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90670,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
90684,Segnalazioni,Animali,Roditori,Presenze
90687,Segnalazioni,Arredo urbano,Fontane,Danneggiate/incuria
90688,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
90691,Segnalazioni,Degrado ambientale,Inquinamento acustico,Rumore da sorgenti fisse
90694,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90700,Richieste di informazioni,,,
90709,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
90724,Segnalazioni,Microcriminalità,Videosorveglianza,
90730,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
90736,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Siringhe/Preservativi
90741,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
90743,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
90747,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
90757,Segnalazioni,Animali,Insetti,Zanzara tigre
90762,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Pulizia strade
90763,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
90764,Segnalazioni,Animali,Roditori,Presenze
90765,Segnalazioni,Microcriminalità,Furti/rapine,
90766,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Muffe e degrado
90774,Segnalazioni,Animali,Roditori,Presenze
90787,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti urbani
90799,Segnalazioni,Degrado sociale,Segnalazioni,Mendicanti
90800,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90815,Segnalazioni,Degrado ambientale,Inquinamento atmosferico,Inquinamento atmosferico da sorgenti non puntuali
90817,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Veicoli abbandonati/carcasse di veicoli
90830,Segnalazioni,Verde pubblico,Aree sgambatura cani,Richiesta
90832,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Rifiuti ingombranti
90836,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
90837,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
90838,Segnalazioni,Degrado urbano,Edifici privati,Imbrattati
90839,Segnalazioni,Degrado urbano,Armadi/Colonnine Telecom,
90841,Segnalazioni,Degrado ambientale,Inquinamento acustico,Cantieri e attivitÃ  estrattive
90848,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,
90850,Segnalazioni,Viabilità e traffico,Zone con restrizione alla circolazione,Violazione codice della strada
90855,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
90857,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90858,Segnalazioni,Verde pubblico,Aree verdi,
90872,Segnalazioni,Attività produttive,AttivitÃ  commerciali,IrregolaritÃ  dell'occupazione di suolo pubblico
90880,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
90882,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Deiezioni cani
90893,Segnalazioni,Animali,Roditori,Presenze
90898,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
90899,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da piccioni
90901,Segnalazioni,Microcriminalità,Spaccio,
90904,Segnalazioni,Degrado ambientale,Rifiuti/rottami,Discarica abusiva
90907,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
90910,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
90914,Segnalazioni,Degrado sociale,Segnalazioni,Bivacco
90918,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,Carenti
90940,Segnalazioni,Verde pubblico,Alberi/rami,
90945,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
90946,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
90947,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
90949,Segnalazioni,Degrado urbano,Piazze/strade,Imbrattate
90953,Segnalazioni,Degrado ambientale,Sporcizia/deiezioni/problemi igienici,Sporcizia da persone
90966,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
90971,Richieste di informazioni,,,
90979,Segnalazioni,Viabilità e traffico,Circolazione,Violazione codice della strada
91022,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
91034,Segnalazioni,Degrado sociale,Segnalazioni,Nomadi
91055,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
91062,Segnalazioni,Viabilità e traffico,"Dissuasori, specchi, fittoni, altri elementi stradali",Carenti
91063,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
91065,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
91076,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
91077,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
91083,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
91085,Segnalazioni,Verde pubblico,Alberi/rami,Invadenti
91101,Segnalazioni,Verde privato,Siepi,Invadenti
91102,Segnalazioni,Verde privato,Siepi,Invadenti
91105,Segnalazioni,Verde privato,Siepi,Invadenti
91106,Segnalazioni,Verde privato,Siepi,Invadenti
91128,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
91129,Segnalazioni,Attività produttive,Pubblici esercizi,
91132,Segnalazioni,Attività produttive,AttivitÃ  commerciali,RumorositÃ 
91173,Richieste di informazioni,,,
91175,Richieste di informazioni,,,
91176,Segnalazioni,Arredo urbano,Contenitori rifiuti,Danneggiati
91178,Segnalazioni,Animali,Roditori,Presenze
91180,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
91181,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
91195,Segnalazioni,Degrado urbano,Cantieri edili,Abusivi
91196,Segnalazioni,Degrado ambientale,Inquinamento acustico,Privati
91218,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Violazione codice della strada
91226,Segnalazioni,Arredo urbano,Contenitori rifiuti,Da spostare
91235,Segnalazioni,Viabilità e traffico,Sosta e parcheggi,Progettazione e modifica
91243,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Richiesta installazione/variazione
91248,Segnalazioni,Arredo urbano,Contenitori rifiuti,Danneggiati
91249,Segnalazioni,Arredo urbano,Contenitori rifiuti,Maleodoranti/stracolmi
91253,Segnalazioni,Degrado urbano,Illuminazione pubblica/lampioni,Non/mal funzionante
91254,Segnalazioni,Verde pubblico,Vegetazione spontanea,
91262,Segnalazioni,Arredo urbano,Rastrelliere,Carenti
91274,Segnalazioni,Viabilità e traffico,Semafori e sistemi di controllo accessi,
91295,Segnalazioni,Degrado urbano,Tombini/griglie/caditoie/chiusini/pozzetti/botole,Non/mal funzionanti
91312,Segnalazioni,Degrado urbano,Marciapiedi/attraversamenti pedonali/percorsi protetti,Dissestati
91323,Segnalazioni,,,
91385,Segnalazioni,Arredo urbano,Contenitori rifiuti,Carenti
91387,Segnalazioni,Viabilità e traffico,Circolazione,Modifica assetto circolatorio
91391,Segnalazioni,Degrado sociale,Segnalazioni,Bande giovanili
91396,Segnalazioni,Animali,Cani,Presenze
91419,Richieste di informazioni,,,
91427,Segnalazioni,Viabilità e traffico,Trasporto Pubblico,
91431,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
91447,Segnalazioni,Degrado sociale,Conflitti,Fra adulti/fra vicini
91465,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
91466,Segnalazioni,Arredo urbano,Cartelli toponomastici,Targhe di denominazione delle strade
91471,Segnalazioni,Viabilità e traffico,Segnaletica ai sensi del CdS,Danneggiata
91481,Segnalazioni,Verde pubblico,Aree verdi,Incuria/sporche
91482,Segnalazioni,Microcriminalità,Vandalismi,
